,id,key,badges,banned,bio,blocked,comments,datatype,followed,user_followers,user_following,following,human,integration,isFollowingYou,joined,lastseents,likes,media,muted,pendingFollow,posts,private,profilePhoto,rss,state,userid,username,verified,verifiedComments,username_length,error_code,error_desc,error_details
129,a4e9b0e719de4abaaf58c600763ae1c9,a4e9b0e719de4abaaf58c600763ae1c9,[0],False,Lived in Texas my whole life. Grew up hearing of Liberal ways. Thought it was a myth. Boy was I wrong. #Trump2020 #DemTraitors #Blexit #ProudBoys #AmericanStandingUp,False,15.0,user_profile,False,74.0,128.0,128.0,True,False,False,5/27/20 15:04,2020-12-22 12:59:19.598743 UTC,388.0,3.0,False,False,234.0,False,2a5fee1df6b14a0fa769e58ca8ccc88c,False,,a4e9b0e719de4abaaf58c600763ae1c9,RandyDavidson1,False,False,14,200,account exists,
135,074f45f569f54835a44733313d44b030,074f45f569f54835a44733313d44b030,"[0, 5]",False,"Proud Republican and PRESIDENT DONALD TRUMP PATRIOT!

WWG1WGA/Q/QANON
@TheProudBoys 
PISTOL PACKIN’ NANA
I FOLLOW BACK!!Our 2nd Amendment depends on you!!",False,472.0,user_profile,False,1800.0,3200.0,3200.0,True,False,False,7/13/20 8:22,2021-01-11 02:37:23.330578 UTC,2500.0,48.0,False,False,2400.0,False,cbb4eed417664fa2b8c55ea63ea48193,False,,074f45f569f54835a44733313d44b030,Trayce927,False,True,9,200,account exists,
137,a6a29e3ed6ae4f7aa9da6dd66bd11733,a6a29e3ed6ae4f7aa9da6dd66bd11733,[0],False,���� ��‍��‍����������‍��‍��������������♟️�� President Trump our president ��������������‍��‍����. Love the Proudboys,False,84.0,user_profile,False,983.0,2000.0,2000.0,True,False,False,9/4/20 16:20,2020-12-21 14:41:57.942028 UTC,427.0,35.0,False,False,225.0,False,14fa34dd373f4c7b8751d6d0285b8c87,False,1.0,a6a29e3ed6ae4f7aa9da6dd66bd11733,ReneeMeans,False,False,10,200,account exists,
139,9a32cb8ede6848419e2a01e063715bc1,9a32cb8ede6848419e2a01e063715bc1,[],False,"UK��������
RED PILLED.
NOT A COWARD.
FUCK communism, 
BLM and ANTIFA fags
PROUD BOYS ! ����",False,121.0,user_profile,False,174.0,137.0,137.0,False,False,False,6/21/20 14:23,2020-12-21 19:59:09.606941 UTC,425.0,14.0,False,False,59.0,False,57db96840c1649a8a4c4830b1455b616,False,,9a32cb8ede6848419e2a01e063715bc1,LdBlaze,False,False,7,200,account exists,
140,d2082e80c62e477f912559d30ea645e8,d2082e80c62e477f912559d30ea645e8,[],False,Follower of Christ ✝️ Defender of Truth. Army - Infantry - Gulf War Veteran. Always a Soldier. #MAGA #ProudBoys,False,134.0,user_profile,False,160.0,158.0,158.0,False,False,False,11/8/20 6:25,2020-12-21 18:31:48.910303 UTC,412.0,38.0,False,False,182.0,False,37a94ebcea4e44d49b18911f47b1f691,False,1.0,d2082e80c62e477f912559d30ea645e8,Templar2020,False,False,11,200,account exists,
142,b86362417d4d4aebbc11b88172bf2ab2,b86362417d4d4aebbc11b88172bf2ab2,[],False,"Father
Brother 
Pro 2A 
Pro Trump 
ProudBoy 2nd degree
#proudboy",False,53.0,user_profile,False,250.0,156.0,156.0,False,False,False,6/29/20 0:21,2020-12-21 00:54:03.505513 UTC,474.0,21.0,False,False,492.0,False,e201e21930344274b20abd1264f3f3d4,False,,b86362417d4d4aebbc11b88172bf2ab2,Jdattenberger,False,False,13,200,account exists,
143,08971e6149824af39a8a59a45b6e26eb,08971e6149824af39a8a59a45b6e26eb,[],False,Canadian Proudboy 3°Nomads / Christ follower Jesus is the way the light and the truth  Professional Driver / Ice Road Trucker,False,51.0,user_profile,False,336.0,124.0,124.0,False,False,False,6/13/19 4:47,2020-12-22 01:33:46.166111 UTC,122.0,7.0,False,False,158.0,False,d15246179e584947a09493bc04b03658,False,,08971e6149824af39a8a59a45b6e26eb,BasedTrucker,False,False,12,200,account exists,
145,856d50f332e841b3b3858f471667df8a,856d50f332e841b3b3858f471667df8a,[],False,"I Support Mr President Donald J TRUMP, Law & Order , The Constitution, The Bill Of Rights, American Military, 3% & Proud Boys! FUCK ANTIFA! FUCK BLM! & FUCK ANYONE WHO SUPPORTS THEM! FUCK THE MEDIA!!!",False,40.0,user_profile,False,52.0,57.0,57.0,False,False,False,11/12/20 5:15,2020-12-22 15:45:44.799203 UTC,236.0,1.0,False,False,146.0,False,ad14f46680514ad9abdfa5f05444c60d,False,1.0,856d50f332e841b3b3858f471667df8a,SmokeyIII,False,False,9,200,account exists,
146,856d50f332e841b3b3858f471667df8a,856d50f332e841b3b3858f471667df8a,[],False,"I Support Mr President Donald J TRUMP, Law & Order , The Constitution, The Bill Of Rights, American Military, 3% & Proud Boys! FUCK ANTIFA! FUCK BLM! & FUCK ANYONE WHO SUPPORTS THEM! FUCK THE MEDIA!!!",False,40.0,user_profile,False,52.0,57.0,57.0,False,False,False,11/12/20 5:15,2020-12-22 15:45:44.799203 UTC,236.0,1.0,False,False,146.0,False,ad14f46680514ad9abdfa5f05444c60d,False,1.0,856d50f332e841b3b3858f471667df8a,SmokeyIII,False,False,9,200,account exists,
147,856d50f332e841b3b3858f471667df8a,856d50f332e841b3b3858f471667df8a,[],False,"I Support Mr President Donald J TRUMP, Law & Order , The Constitution, The Bill Of Rights, American Military, 3% & Proud Boys! FUCK ANTIFA! FUCK BLM! & FUCK ANYONE WHO SUPPORTS THEM! FUCK THE MEDIA!!!",False,40.0,user_profile,False,52.0,57.0,57.0,False,False,False,11/12/20 5:15,2020-12-22 15:45:44.799203 UTC,236.0,1.0,False,False,146.0,False,ad14f46680514ad9abdfa5f05444c60d,False,1.0,856d50f332e841b3b3858f471667df8a,SmokeyIII,False,False,9,200,account exists,
148,856d50f332e841b3b3858f471667df8a,856d50f332e841b3b3858f471667df8a,[],False,"I Support Mr President Donald J TRUMP, Law & Order , The Constitution, The Bill Of Rights, American Military, 3% & Proud Boys! FUCK ANTIFA! FUCK BLM! & FUCK ANYONE WHO SUPPORTS THEM! FUCK THE MEDIA!!!",False,40.0,user_profile,False,52.0,57.0,57.0,False,False,False,11/12/20 5:15,2020-12-22 15:45:44.799203 UTC,236.0,1.0,False,False,146.0,False,ad14f46680514ad9abdfa5f05444c60d,False,1.0,856d50f332e841b3b3858f471667df8a,SmokeyIII,False,False,9,200,account exists,
149,239aa5c066f549deb9e10bc47ddaa066,239aa5c066f549deb9e10bc47ddaa066,[],False,"PROUD GAY PATRIOT! PROUD BOYS MAKE ME HOT! FEEL FREE TO SLIP IT IN TO MY DM'S. I PROMISE I WONT BITE, UNLESS YOU WANT ME TO!",False,279.0,user_profile,False,26.0,54.0,54.0,False,False,False,11/13/20 21:59,2020-12-21 08:28:13.013037 UTC,5.0,4.0,False,False,22.0,False,1b10bb9c65dd4c7caa86a822dc30615a,False,1.0,239aa5c066f549deb9e10bc47ddaa066,Leatherboy69,False,False,12,200,account exists,
150,2aef2eb1db7c493cadc7ac2d3d73e0d3,2aef2eb1db7c493cadc7ac2d3d73e0d3,[],False,Proud Boy 3°,False,21.0,user_profile,False,143.0,68.0,68.0,False,False,False,7/15/20 16:36,2020-12-21 15:27:11.574241 UTC,105.0,1.0,False,False,79.0,False,914e255269db414bb89c1f3a500e58b2,False,,2aef2eb1db7c493cadc7ac2d3d73e0d3,slowpoke73,False,False,10,200,account exists,
152,2a65455ca77846278e1c1142bc45439c,2a65455ca77846278e1c1142bc45439c,[0],False,"1776 Is The Cure For 1984 

Proud Boy. New Age Radical. The West Is The Best!��������

I Follow Patriots Worldwide.
#POYB #2A #NRA #USA #MAGA",False,31.0,user_profile,False,896.0,923.0,923.0,True,False,False,6/6/20 20:23,2020-12-20 16:38:20.241896 UTC,324.0,7.0,False,False,143.0,False,597d620477ef4c8795ef0702c311ad57,False,,2a65455ca77846278e1c1142bc45439c,Stover,False,False,6,200,account exists,
153,68584bd27d1e4ea49a5c90ed10ce91b9,68584bd27d1e4ea49a5c90ed10ce91b9,[0],False,A Proud Continental | **TRUMP** | Pro Life | Oath Keepers | Proud Boys | One Nation Under God | Sensible Imigration | Stop the Steal | Biden for Life in Prison | Clinton for Death Row,False,129.0,user_profile,False,137.0,339.0,339.0,True,False,False,11/10/20 11:56,2020-12-19 22:48:17.576717 UTC,829.0,12.0,False,False,296.0,False,35385e1002b94749a17889fc18081f8d,False,1.0,68584bd27d1e4ea49a5c90ed10ce91b9,computerFX,False,False,10,200,account exists,
154,68584bd27d1e4ea49a5c90ed10ce91b9,68584bd27d1e4ea49a5c90ed10ce91b9,[0],False,A Proud Continental | **TRUMP** | Pro Life | Oath Keepers | Proud Boys | One Nation Under God | Sensible Imigration | Stop the Steal | Biden for Life in Prison | Clinton for Death Row,False,129.0,user_profile,False,137.0,339.0,339.0,True,False,False,11/10/20 11:56,2020-12-19 22:48:17.576717 UTC,829.0,12.0,False,False,296.0,False,35385e1002b94749a17889fc18081f8d,False,1.0,68584bd27d1e4ea49a5c90ed10ce91b9,computerFX,False,False,10,200,account exists,
155,68584bd27d1e4ea49a5c90ed10ce91b9,68584bd27d1e4ea49a5c90ed10ce91b9,[0],False,A Proud Continental | **TRUMP** | Pro Life | Oath Keepers | Proud Boys | One Nation Under God | Sensible Imigration | Stop the Steal | Biden for Life in Prison | Clinton for Death Row,False,129.0,user_profile,False,137.0,339.0,339.0,True,False,False,11/10/20 11:56,2020-12-19 22:48:17.576717 UTC,829.0,12.0,False,False,296.0,False,35385e1002b94749a17889fc18081f8d,False,1.0,68584bd27d1e4ea49a5c90ed10ce91b9,computerFX,False,False,10,200,account exists,
156,68584bd27d1e4ea49a5c90ed10ce91b9,68584bd27d1e4ea49a5c90ed10ce91b9,[0],False,A Proud Continental | **TRUMP** | Pro Life | Oath Keepers | Proud Boys | One Nation Under God | Sensible Imigration | Stop the Steal | Biden for Life in Prison | Clinton for Death Row,False,129.0,user_profile,False,137.0,339.0,339.0,True,False,False,11/10/20 11:56,2020-12-19 22:48:17.576717 UTC,829.0,12.0,False,False,296.0,False,35385e1002b94749a17889fc18081f8d,False,1.0,68584bd27d1e4ea49a5c90ed10ce91b9,computerFX,False,False,10,200,account exists,
157,e602289705084eecab1d6c5da16d5fd8,e602289705084eecab1d6c5da16d5fd8,[],False,"#MAGA�������� Freedom lover and fighter/Patriot/ProudSister of a ProudBoy��❤/""I have nothing to offer but blood, toil, tears, and sweat""- Winston Churchill",False,677.0,user_profile,False,4300.0,416.0,416.0,False,False,False,6/3/20 19:15,2020-12-21 06:11:30.601823 UTC,10000.0,4.0,False,False,11000.0,False,7c5c57be23074cfd81d55adefe04327b,False,,e602289705084eecab1d6c5da16d5fd8,SianAnne,False,False,8,200,account exists,
158,aeee72f6b9364cf684e3fdf2369767d2,aeee72f6b9364cf684e3fdf2369767d2,[0],False,#MAGA #STOPTHESTEAL #TRUMP2020 #TRUMPMARCH #2A #GUNOWNERSFORTRUMP #TEACHERSFORTRUMP #MARCHFORTRUMP #GAPEACH #PROUDBOYS #GODAWGS #FANTIFA #WOMENFORTRUMP #MILLIONMAGAMARCH http://gf.me/u/za2xu3,False,37.0,user_profile,False,38.0,105.0,105.0,True,False,False,11/12/20 3:36,2020-12-22 02:01:14.657919 UTC,130.0,5.0,False,False,110.0,False,7f0722debdbd4c09a9b1b8a0b2962242,False,1.0,aeee72f6b9364cf684e3fdf2369767d2,MAGAPEACH,False,False,9,200,account exists,
162,9f1e2930551e48c8917db5bd6dd38420,9f1e2930551e48c8917db5bd6dd38420,[],False,"Mother ��‍��,A take no shit individual who will not go belly up and will stand for what I believe in. #houstontx #Trump #2ndamendment #freedomofspeech #freekylerittenhouse #proudboys",False,5.0,user_profile,False,44.0,119.0,119.0,False,False,False,11/9/20 2:02,2020-12-22 00:43:48.022705 UTC,116.0,0.0,False,False,79.0,False,f395ca05ee5a44798938227256f0bec2,False,1.0,9f1e2930551e48c8917db5bd6dd38420,HBaca,False,False,5,200,account exists,
163,f1756c5baa704390942d7113cd8dda51,f1756c5baa704390942d7113cd8dda51,[0],False,"NWO ProudBoys 
��The West is the Best��
POYB",False,71.0,user_profile,False,539.0,525.0,525.0,True,False,False,6/27/20 13:33,2020-12-21 21:38:44.680449 UTC,531.0,48.0,False,False,447.0,False,1f1bf9b39a7a421b8edf3b678d55158b,False,,f1756c5baa704390942d7113cd8dda51,realPogo,False,False,8,200,account exists,
166,da1859cc6aca4a32a34fded64a1b2759,da1859cc6aca4a32a34fded64a1b2759,[0],False,"Just your friendly Proud Boy living in Montana...POYB

Boots and braces don’t make me racist. Oi! Oi! Oi! #proudboy #proudboys
#antiantifaworldwide #populist #alm 
#nationalism #antiantifa #skinhead",False,47.0,user_profile,False,33.0,46.0,46.0,True,False,False,11/9/20 1:56,2020-12-20 15:45:35.420539 UTC,43.0,4.0,False,False,17.0,False,0f4cbf6705894cbe8831b352dd537469,False,1.0,da1859cc6aca4a32a34fded64a1b2759,Sockpuppet1,False,False,11,200,account exists,
167,788833531de448c8859aaefc6c446c5f,788833531de448c8859aaefc6c446c5f,[0],False,41yr old proud American. Life Love and Liberty in God We Trust. Medic/Nurse/Wanderer. PROUD Boys Hurrican coast- N . Republican,False,220.0,user_profile,False,828.0,740.0,740.0,True,False,False,10/22/20 16:20,2020-12-21 09:17:18.515114 UTC,3500.0,15.0,False,False,339.0,False,fe71c05ac7fe46cb9e82d3f717f3f99b,False,1.0,788833531de448c8859aaefc6c446c5f,Mosshopper,False,False,10,200,account exists,
168,81d1f9446e684515a92eb6804d840a5a,81d1f9446e684515a92eb6804d840a5a,[0],False,"BEWARE the KRACKEN! CC, Retired, Pro-Trump, Proud Boys, Anti-Antifa, Anti-Dem, Anti-Socialism, Anti- leftists, Pro Kyle Rittenhouse, High school wrestler, ni-dan rank black belt, Jesus is my Lord.",False,1300.0,user_profile,False,706.0,80.0,80.0,True,False,False,6/26/20 4:53,2020-12-21 23:02:36.483528 UTC,3600.0,281.0,False,False,3400.0,False,55ba832eb6994e398387d647b8ef162b,False,,81d1f9446e684515a92eb6804d840a5a,BarnacleBill,False,False,12,200,account exists,
172,c66918addab64d969595f2fc0c1fa4a6,c66918addab64d969595f2fc0c1fa4a6,[0],False,Proud American. #proudboy #poyb #westernchauvinist #thewestisthebest #uhuru #southsideyoohura,False,1.0,user_profile,False,166.0,34.0,34.0,True,False,False,6/30/20 13:41,2020-12-22 13:02:41.610443 UTC,5.0,5.0,False,False,29.0,False,a430840628bb4af1a0098f93bffddcb7,False,,c66918addab64d969595f2fc0c1fa4a6,ParaFrank,False,False,9,200,account exists,
173,d313bc7e28c544eb91a51976a7cb6015,d313bc7e28c544eb91a51976a7cb6015,"[0, 5]",False,"Patriot, retired nurse, forever Trumper, #maga #1a, #2a,#freedomlover, #GNana #Nana, #American, #Alabama, #proudboys,#RollTide conservative,#family POYB, FAFO",False,410.0,user_profile,False,664.0,490.0,490.0,True,False,False,11/9/20 16:55,2020-12-20 18:45:51.28691 UTC,3700.0,10.0,False,False,3600.0,False,0a48f4afc81d49dda93eb734f40ad6e0,False,1.0,d313bc7e28c544eb91a51976a7cb6015,Momz1313,False,True,8,200,account exists,
176,e5a2626fcd9547a0ab86a4e031e80a24,e5a2626fcd9547a0ab86a4e031e80a24,[],False,4° PROUD BOY �� FL Z5 President ����,False,8.0,user_profile,False,104.0,70.0,70.0,False,False,False,6/3/19 19:47,2020-12-22 12:30:01.656708 UTC,3.0,0.0,False,False,2.0,False,90ed0e2505184aac89c9f2f5e06f99c4,False,,e5a2626fcd9547a0ab86a4e031e80a24,Smokiemon,False,False,9,200,account exists,
182,5e3190eb2187428a8d45e836d30999fd,5e3190eb2187428a8d45e836d30999fd,[0],False,"Upvotes, downvotes, rude comments...hell YES I’ll follow you!

I’m here to participate in the crazy. Trust me...there is PLENTY to go around.

#BLM #��️‍��Proud Boys��️‍��",False,248.0,user_profile,False,81.0,292.0,292.0,True,False,False,11/17/20 7:32,2020-12-21 19:52:28.73517 UTC,14.0,0.0,False,False,1.0,False,07341b8bad7a456bb8e673f0d96645de,False,1.0,5e3190eb2187428a8d45e836d30999fd,KassandraOfTroy,False,False,15,200,account exists,
183,2a1e3be68ea745f39e1b7ce88b42c918,2a1e3be68ea745f39e1b7ce88b42c918,[],False,"Trump Supporter, Christian, Vet, Lover of Chicken Wings from Hooters and there waitresses - hell yeah, Proud Boy, Loyalist to Trump, Rebel, Ain’t no Sheep, MAGA, and for all you Ladies, Im Single",False,221.0,user_profile,False,75.0,121.0,121.0,False,False,False,11/21/20 15:48,2020-12-20 18:01:47.023361 UTC,21.0,0.0,False,False,9.0,False,85b034b14e7a4fc89772fcb80fd775e7,False,1.0,2a1e3be68ea745f39e1b7ce88b42c918,DarenRed,False,False,8,200,account exists,
184,bbfed4add268411eac3b622c9fc1b60d,bbfed4add268411eac3b622c9fc1b60d,[0],False,"Novice Programmer. 
Preserver of Western Culture.
Bitcoin Maximalist. 
America Shill.
AC Proud Boy VP.",False,4.0,user_profile,False,347.0,62.0,62.0,True,False,False,6/12/19 18:20,2020-12-20 14:31:17.643647 UTC,35.0,3.0,False,False,7.0,False,0d26e2c9f8b3400fa6c83b2326c4d071,False,,bbfed4add268411eac3b622c9fc1b60d,spooby,False,False,6,200,account exists,
185,fbebdd3552614abbb7a8222f367136b3,fbebdd3552614abbb7a8222f367136b3,[],False,"Hello, brothers and sisters, patriots who fight for their freedom. I am a Pole supporting the activities of Proud Boys, MAGA and other patriotic organizations in the USA. ~ Sorry for my poor english",False,0.0,user_profile,False,23.0,57.0,57.0,False,False,False,6/26/20 14:11,2020-12-21 22:48:29.128403 UTC,4.0,3.0,False,False,6.0,False,2ab468ef62f64c219b269b4d743de398,False,,fbebdd3552614abbb7a8222f367136b3,blacksunwheel,False,False,13,200,account exists,
193,4243327bf1ba48f89b2d0aee5d59206f,4243327bf1ba48f89b2d0aee5d59206f,[4],False,"I don't belong to any political party, but I do like to party. (Wink Wink) Me and my husband are #proudboys. I lean left and I came on here to see what you nutjobs are up to. xoxoxo - BriBoi",False,,user_profile,False,,,,False,False,False,6/30/20 13:26,2020-12-19 23:43:16.224743 UTC,,,False,False,,True,f63659043d4e47d5b0d5e587e3bea2c7,False,,4243327bf1ba48f89b2d0aee5d59206f,BigBoiBrian,False,False,11,200,account exists,
196,ee37d137340f4312ba3923a64fa9ec1f,ee37d137340f4312ba3923a64fa9ec1f,[],False,"Just here to troll right wing dipshits that refuse to use facts and science and live in an echo chamber lies. 
And a REAL proud boy ��️‍��������",False,5.0,user_profile,False,0.0,0.0,0.0,False,False,False,10/6/20 18:39,2020-12-22 07:18:48.33829 UTC,0.0,1.0,False,False,1.0,False,,False,1.0,ee37d137340f4312ba3923a64fa9ec1f,D3ter1,False,False,6,200,account exists,
200,c1378481d39641c7a8c3fa80c87c841a,c1378481d39641c7a8c3fa80c87c841a,[],False,Punk Rock. Pro-Life. MAGA Gang. 2A. Free Speech. Proud Boys. Dad Life. Conservative. Libertarian. Christian.,False,0.0,user_profile,False,1.0,18.0,18.0,False,False,False,11/27/20 3:12,2020-12-22 05:04:00.018744 UTC,9.0,0.0,False,False,1.0,False,06fb4af6f9f24594b01adc679f84cbc1,False,1.0,c1378481d39641c7a8c3fa80c87c841a,wagzillA,False,False,8,200,account exists,
203,d9578152340c44fca69c9cbc8a435ac3,d9578152340c44fca69c9cbc8a435ac3,[0],False,I AM A WESTERN CHAUVINIST AND I REFUSE TO APOLOGIZE FOR CREATING THE MODERN WORLD. Proud Boys !!!,False,3.0,user_profile,False,12.0,37.0,37.0,True,False,False,11/9/20 11:37,2020-12-21 17:41:40.181795 UTC,32.0,24.0,False,False,59.0,False,64200c9446a74076b49a1eff07c504ab,False,1.0,d9578152340c44fca69c9cbc8a435ac3,KPasserini,False,False,10,200,account exists,
204,5be6468000b440d2b4b1c9b97de7a057,5be6468000b440d2b4b1c9b97de7a057,[],False,"I’m transparent. I say what I say, and mean what I say. I’m a sweet South Carolina woman. Love Freedom and the ���� #maga #proudboyssupporter 
#libertyandjusticeforall #godblessamerica #CCU",False,0.0,user_profile,False,7.0,23.0,23.0,False,False,False,11/8/20 19:31,2020-12-22 00:04:21.605444 UTC,4.0,2.0,False,False,5.0,False,1f2fc039194e4f7b99dd8ec04393e708,False,1.0,5be6468000b440d2b4b1c9b97de7a057,Kep321,False,False,6,200,account exists,
205,d42cc7d374914afea4e3e649c8b28336,d42cc7d374914afea4e3e649c8b28336,[],False,#poyb #proudboys #fafo #trump2020 #pro2a #proudconservative #lovemycountry #rhec #southernheritage #backtheblue #constitution #stopthesteal #454casull #horses #rescueanimals #alllivesmatter,False,1.0,user_profile,False,11.0,30.0,30.0,False,False,False,11/8/20 19:38,2020-12-20 19:26:33.77459 UTC,96.0,2.0,False,False,62.0,False,e090a569eac54872b35e4376bf498a4b,False,1.0,d42cc7d374914afea4e3e649c8b28336,JohnnyReb1989,False,False,13,200,account exists,
206,188a652ac1244ec7840fc1666cefa374,188a652ac1244ec7840fc1666cefa374,[],False,OG #proudboy 3rd degree. top 350 all time bench press. #powerlifter #strongman #stayhated,False,0.0,user_profile,False,11.0,107.0,107.0,False,False,False,11/7/20 14:56,2020-12-22 03:49:32.143249 UTC,0.0,0.0,False,False,1.0,False,bc011fa5688f433785b880fa2f6b7aa4,False,1.0,188a652ac1244ec7840fc1666cefa374,bambamcam,False,False,9,200,account exists,
209,c6e09cf78c40469e9ba532a331b058f8,c6e09cf78c40469e9ba532a331b058f8,[],False,Proud boy Borderland chapter,False,0.0,user_profile,False,6.0,35.0,35.0,False,False,False,11/29/20 23:01,2020-12-22 16:11:49.112828 UTC,0.0,6.0,False,False,8.0,False,ad264f9d022b4bf2839a32c044fa424f,False,1.0,c6e09cf78c40469e9ba532a331b058f8,JazSearby,False,False,9,200,account exists,
