username,error_code,bio,metrics,followers_count,following_count,tweet_count,,,,,,,,,
Jacquita1969,200,,"{'followers_count': 26, 'following_count': 39, 'tweet_count': 48, 'listed_count': 0}",26,39,0,,,,,,,,,
JoyceLipe,200,,"{'followers_count': 3, 'following_count': 38, 'tweet_count': 0, 'listed_count': 0}",3,38,0,,,,,,,,,
Owenheidi,200,,"{'followers_count': 6, 'following_count': 184, 'tweet_count': 362, 'listed_count': 0}",6,184,0,,,,,,,,,
Toolman71,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
ChrisCallesen,200,I look better on some days,"{'followers_count': 1, 'following_count': 18, 'tweet_count': 6, 'listed_count': 0}",1,18,0,,,,,,,,,
Chrisb3872,200,,"{'followers_count': 7, 'following_count': 33, 'tweet_count': 340, 'listed_count': 0}",7,33,0,,,,,,,,,
Taddict,200,,"{'followers_count': 0, 'following_count': 9, 'tweet_count': 0, 'listed_count': 0}",0,9,0,,,,,,,,,
CaptJohnParker,200,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",1,1,0,,,,,,,,,
Boyns,200,,"{'followers_count': 12, 'following_count': 93, 'tweet_count': 84, 'listed_count': 1}",12,93,1,,,,,,,,,
Cmcneer46,200,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",1,1,0,,,,,,,,,
bfr450,200,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 1, 'listed_count': 0}",1,1,0,,,,,,,,,
Triggerm4,200,,"{'followers_count': 2, 'following_count': 15, 'tweet_count': 1, 'listed_count': 0}",2,15,0,,,,,,,,,
ErikRohde,200,,"{'followers_count': 8, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",8,0,0,,,,,,,,,
MFERGUSON86,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
PedroMunoz,200,,"{'followers_count': 42, 'following_count': 2, 'tweet_count': 0, 'listed_count': 1}",42,2,1,,,,,,,,,
Yzarc1975,200,,"{'followers_count': 1, 'following_count': 20, 'tweet_count': 1, 'listed_count': 0}",1,20,0,,,,,,,,,
thomas722,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Jgordon7869,200,"Christ Follower. Husband, Father. I love my family, country and my guns. Mess with any of them and you lose.","{'followers_count': 33, 'following_count': 238, 'tweet_count': 137, 'listed_count': 1}",33,238,1,,,,,,,,,
JakeBN,200,,"{'followers_count': 0, 'following_count': 13, 'tweet_count': 0, 'listed_count': 0}",0,13,0,,,,,,,,,
TellerJaxon,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 2, 'listed_count': 0}",0,0,0,,,,,,,,,
Ruyman,200,Periodista con tendencia a desviarse hacia la Economía. Enredado en el mundo 2.0 y redactor jefe de @TiempoDCanarias,"{'followers_count': 1745, 'following_count': 669, 'tweet_count': 22491, 'listed_count': 159}",1745,669,159,,,,,,,,,
JimmieP3,200,Photographer & cinematographer,"{'followers_count': 65, 'following_count': 195, 'tweet_count': 106, 'listed_count': 1}",65,195,1,,,,,,,,,
Trpeterson2719,200,Proud coal miner! Proud father of 3. Proud patriot!,"{'followers_count': 24, 'following_count': 217, 'tweet_count': 451, 'listed_count': 0}",24,217,0,,,,,,,,,
Wndwlkr2,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 8, 'listed_count': 0}",0,0,0,,,,,,,,,
FFTyranny,200,,"{'followers_count': 0, 'following_count': 9, 'tweet_count': 0, 'listed_count': 0}",0,9,0,,,,,,,,,
fifty3percent,200,* Newly-minted INDEPENDENT *,,,,,,,,,,,,,
I didn't leave the GOP. The GOP left me and Donald Trump.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
REST IN PEACE #Rush. You will be missed terribly :(,fifty3percent,"{'followers_count': 1429, 'following_count': 1829, 'tweet_count': 15239, 'listed_count': 1}",1829,1,,,,,,,,,,,
Jimbo71,200,,"{'followers_count': 2, 'following_count': 1, 'tweet_count': 1, 'listed_count': 0}",2,1,0,,,,,,,,,
3Percentile,200,,"{'followers_count': 5, 'following_count': 13, 'tweet_count': 5, 'listed_count': 0}",5,13,0,,,,,,,,,
Damdiver,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
KiltsandWhisky,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",1,0,0,,,,,,,,,
mikeross,200,,"{'followers_count': 92, 'following_count': 205, 'tweet_count': 9, 'listed_count': 4}",92,205,4,,,,,,,,,
Tombstone1954,200,* Fiscal Conservative *,"{'followers_count': 32605, 'following_count': 31346, 'tweet_count': 60836, 'listed_count': 6}",32605,31346,6,,,,,,,,,
Patriot8675309,200,,"{'followers_count': 59, 'following_count': 317, 'tweet_count': 3231, 'listed_count': 0}",59,317,0,,,,,,,,,
jtbrowning,200,Independent SAP systems architect,"{'followers_count': 0, 'following_count': 14, 'tweet_count': 33, 'listed_count': 0}",0,14,0,,,,,,,,,
Outkastxleo,200,,"{'followers_count': 267, 'following_count': 919, 'tweet_count': 5680, 'listed_count': 8}",267,919,8,,,,,,,,,
elwooddiggler,200,,"{'followers_count': 0, 'following_count': 2, 'tweet_count': 2, 'listed_count': 0}",0,2,0,,,,,,,,,
The3percent,200,,"{'followers_count': 7, 'following_count': 11, 'tweet_count': 15, 'listed_count': 0}",7,11,0,,,,,,,,,
Georgevannoy,200,Its all about the wrestling so no need to ask why...,"{'followers_count': 61, 'following_count': 151, 'tweet_count': 135, 'listed_count': 0}",61,151,0,,,,,,,,,
Katwoman,200,"Mother, Wife, Healthcare Worker. Love my life and the people in it.","{'followers_count': 318, 'following_count': 0, 'tweet_count': 3408, 'listed_count': 9}",318,0,9,,,,,,,,,
armados,200,,"{'followers_count': 85, 'following_count': 207, 'tweet_count': 197, 'listed_count': 2}",85,207,2,,,,,,,,,
Wmgolf,200,,"{'followers_count': 5, 'following_count': 7, 'tweet_count': 2, 'listed_count': 0}",5,7,0,,,,,,,,,
rob383,200,,"{'followers_count': 11, 'following_count': 42, 'tweet_count': 20, 'listed_count': 0}",11,42,0,,,,,,,,,
4Blue4,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Brighteyes89,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",0,0,0,,,,,,,,,
BLOODEDWOLF13,200,,"{'followers_count': 0, 'following_count': 7, 'tweet_count': 0, 'listed_count': 0}",0,7,0,,,,,,,,,
Perrypp,200,,"{'followers_count': 2, 'following_count': 22, 'tweet_count': 3, 'listed_count': 0}",2,22,0,,,,,,,,,
Natepurifoy,200,Country Boy Can Survive.,"{'followers_count': 18, 'following_count': 15, 'tweet_count': 22, 'listed_count': 0}",18,15,0,,,,,,,,,
Hawkeye234,200,,"{'followers_count': 5, 'following_count': 103, 'tweet_count': 13, 'listed_count': 0}",5,103,0,,,,,,,,,
Cuzndupree,200,,"{'followers_count': 3, 'following_count': 0, 'tweet_count': 17, 'listed_count': 0}",3,0,0,,,,,,,,,
girlanquidute,200,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",1,1,0,,,,,,,,,
Wilsonukus2,200,,"{'followers_count': 2, 'following_count': 10, 'tweet_count': 0, 'listed_count': 0}",2,10,0,,,,,,,,,
Darkdeacon,200,,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 10, 'listed_count': 0}",0,3,0,,,,,,,,,
Andrewraibeck,200,,"{'followers_count': 12, 'following_count': 191, 'tweet_count': 497, 'listed_count': 0}",12,191,0,,,,,,,,,
JuliaGeorge1,200,A Kiwi PR in London,"{'followers_count': 45, 'following_count': 154, 'tweet_count': 94, 'listed_count': 0}",45,154,0,,,,,,,,,
RobertLittle110,200,,"{'followers_count': 11, 'following_count': 163, 'tweet_count': 9, 'listed_count': 0}",11,163,0,,,,,,,,,
kilravock,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Panheadkicker,200,,"{'followers_count': 76, 'following_count': 364, 'tweet_count': 4583, 'listed_count': 0}",76,364,0,,,,,,,,,
BarbaraRuth,200,,"{'followers_count': 4, 'following_count': 0, 'tweet_count': 2, 'listed_count': 0}",4,0,0,,,,,,,,,
drummer67,200,,"{'followers_count': 5, 'following_count': 2, 'tweet_count': 2, 'listed_count': 0}",5,2,0,,,,,,,,,
Coggin1,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 35, 'listed_count': 0}",1,0,0,,,,,,,,,
spursfan420,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 3, 'listed_count': 0}",1,0,0,,,,,,,,,
Hutch,200,"Father, Husband, Software Craftsman, Product Advisor, Angel Investor, CTO @lumafintech","{'followers_count': 222, 'following_count': 186, 'tweet_count': 541, 'listed_count': 32}",222,186,32,,,,,,,,,
G159pilot,200,,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 26, 'listed_count': 0}",0,3,0,,,,,,,,,
Iammikebooth,200,,"{'followers_count': 0, 'following_count': 15, 'tweet_count': 0, 'listed_count': 0}",0,15,0,,,,,,,,,
NightSinners,200,,"{'followers_count': 0, 'following_count': 7, 'tweet_count': 2, 'listed_count': 0}",0,7,0,,,,,,,,,
Tbone129,200,Love the @cardinals and @SaintLouisFC! #BlackLivesMatter #JusticeforBreonnaTaylor,"{'followers_count': 75, 'following_count': 694, 'tweet_count': 1006, 'listed_count': 1}",75,694,1,,,,,,,,,
MissKay,200,,"{'followers_count': 67, 'following_count': 0, 'tweet_count': 0, 'listed_count': 1}",67,0,1,,,,,,,,,
JoeAP,200,I'm too old to know this little.,"{'followers_count': 34, 'following_count': 218, 'tweet_count': 689, 'listed_count': 1}",34,218,1,,,,,,,,,
Sig226,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
SnookTrey,200,"37% England , 36% Scotland, 19% Wales, Sweden 3%, 3% Norway and 2% Ireland 💯 Texan. Love family, friends, classic movies, BRAVO and my dog Finn. Laughter♥️","{'followers_count': 756, 'following_count': 434, 'tweet_count': 45633, 'listed_count': 3}",756,434,3,,,,,,,,,
CamoTurkeybird,200,Just a simple kind of guy.,"{'followers_count': 4, 'following_count': 86, 'tweet_count': 460, 'listed_count': 0}",4,86,0,,,,,,,,,
AldenZ6,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Crabtreedb,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Mazongrace,200,Proud Veteran and Patriot,"{'followers_count': 0, 'following_count': 6, 'tweet_count': 0, 'listed_count': 0}",0,6,0,,,,,,,,,
NathanBallTx,200,,"{'followers_count': 117, 'following_count': 377, 'tweet_count': 466, 'listed_count': 0}",117,377,0,,,,,,,,,
JeffJohnson55,200,,"{'followers_count': 12, 'following_count': 0, 'tweet_count': 36, 'listed_count': 0}",12,0,0,,,,,,,,,
Moralesjose14,200,,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 0, 'listed_count': 0}",0,4,0,,,,,,,,,
KevinjMcLeod,200,"Blessed Father of 3 Angels, Follower of Christ = Live Out Loud each day!!","{'followers_count': 39, 'following_count': 87, 'tweet_count': 86, 'listed_count': 0}",39,87,0,,,,,,,,,
Snowboots,200,,"{'followers_count': 3, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",3,0,0,,,,,,,,,
Mario1290,200,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",1,1,0,,,,,,,,,
Manniac1,200,,"{'followers_count': 79, 'following_count': 256, 'tweet_count': 2762, 'listed_count': 0}",79,256,0,,,,,,,,,
Insatiable1,200,,"{'followers_count': 3, 'following_count': 19, 'tweet_count': 14, 'listed_count': 3}",3,19,3,,,,,,,,,
Emtgraham,200,,"{'followers_count': 18, 'following_count': 504, 'tweet_count': 309, 'listed_count': 0}",18,504,0,,,,,,,,,
Vinifariaswolff,200,Liberal na economia 🗽,,,,,,,,,,,,,
Arrombado nos costumes 🤷‍♂️,,,,,,,,,,,,,,,
Farma/UFSC 👨‍⚕️,vinifariaswolff,"{'followers_count': 92, 'following_count': 174, 'tweet_count': 1549, 'listed_count': 0}",174,0,,,,,,,,,,,
WarriorCode,200,"Blogger, pilot, Visionary","{'followers_count': 0, 'following_count': 0, 'tweet_count': 36, 'listed_count': 0}",0,0,0,,,,,,,,,
sstrykert,200,,"{'followers_count': 0, 'following_count': 2, 'tweet_count': 0, 'listed_count': 0}",0,2,0,,,,,,,,,
Creteman52,200,,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 1, 'listed_count': 0}",0,1,0,,,,,,,,,
Qregory,200,,"{'followers_count': 5, 'following_count': 9, 'tweet_count': 15, 'listed_count': 0}",5,9,0,,,,,,,,,
RobSchu,200,"My escape into tennis. Wannabe hitter or runner. ✌️, love and that #cincytennis state of mind.","{'followers_count': 143, 'following_count': 460, 'tweet_count': 14894, 'listed_count': 6}",143,460,6,,,,,,,,,
Nsaavedra,200,"Preps reporter at the Athens Banner-Herald (@ABHpreps). I like to tweet about sports and TV, especially of the bad reality variety.","{'followers_count': 76, 'following_count': 257, 'tweet_count': 805, 'listed_count': 3}",76,257,3,,,,,,,,,
Kristinaguerra,200,,"{'followers_count': 0, 'following_count': 38, 'tweet_count': 4, 'listed_count': 0}",0,38,0,,,,,,,,,
THutchins,200,,"{'followers_count': 18, 'following_count': 27, 'tweet_count': 14, 'listed_count': 0}",18,27,0,,,,,,,,,
Ulmerlori,200,"If a man loudly blesses his neighbor early in the morning, it will be taken as a curse. Proverbs 27:14","{'followers_count': 65, 'following_count': 141, 'tweet_count': 649, 'listed_count': 2}",65,141,2,,,,,,,,,
FFF1776,200,"Support the historical outdoor drama First for Freedom, in production for over 36 years.","{'followers_count': 17, 'following_count': 14, 'tweet_count': 2, 'listed_count': 0}",17,14,0,,,,,,,,,
ConwayGritty,200,"Fisherman, father, hunter, husband, avid camper and American as baseball on the 4th of July.","{'followers_count': 32, 'following_count': 155, 'tweet_count': 1172, 'listed_count': 1}",32,155,1,,,,,,,,,
Chrisbcurtis,200,,"{'followers_count': 3, 'following_count': 14, 'tweet_count': 16, 'listed_count': 0}",3,14,0,,,,,,,,,
Kbentivolio,200,,"{'followers_count': 29, 'following_count': 13, 'tweet_count': 4, 'listed_count': 0}",29,13,0,,,,,,,,,
KatwomanNYC,200,"LA born, NY now.  Tweeting into the void about the arts, community, politics, social services and the Yankees. And the Dodgers. #BlackLivesMatter","{'followers_count': 154, 'following_count': 549, 'tweet_count': 8161, 'listed_count': 3}",154,549,3,,,,,,,,,
Freewilli,200,,"{'followers_count': 4, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",4,0,0,,,,,,,,,
Mmorales1,200,,"{'followers_count': 35, 'following_count': 80, 'tweet_count': 4, 'listed_count': 0}",35,80,0,,,,,,,,,
preuettdale,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Johnjones694,200,,"{'followers_count': 6, 'following_count': 11, 'tweet_count': 97, 'listed_count': 0}",6,11,0,,,,,,,,,
DaisyIfYaDo,200,,"{'followers_count': 0, 'following_count': 11, 'tweet_count': 1, 'listed_count': 0}",0,11,0,,,,,,,,,
Pret,200,Organic Coffee. Freshly Made Food. Pop in or order for delivery👋,"{'followers_count': 118175, 'following_count': 7007, 'tweet_count': 205091, 'listed_count': 0}",118175,7007,0,,,,,,,,,
HawkChilders,200,,"{'followers_count': 1, 'following_count': 8, 'tweet_count': 0, 'listed_count': 0}",1,8,0,,,,,,,,,
Coleellison7,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
RTRauch,200,,"{'followers_count': 10, 'following_count': 84, 'tweet_count': 13, 'listed_count': 0}",10,84,0,,,,,,,,,
DocMalibu,200,Money Whips & B!tches,"{'followers_count': 0, 'following_count': 72, 'tweet_count': 571, 'listed_count': 0}",0,72,0,,,,,,,,,
semonco,200,,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",0,1,0,,,,,,,,,
DnScholl,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
JJPenney,200,"CTO at Device Authority. Specialize in #IoT authentication, data encryption, and security in general. Also love cars.","{'followers_count': 1163, 'following_count': 1693, 'tweet_count': 2388, 'listed_count': 118}",1163,1693,118,,,,,,,,,
Kharmee,200,,"{'followers_count': 9, 'following_count': 6, 'tweet_count': 0, 'listed_count': 0}",9,6,0,,,,,,,,,
brad,200,"CEO @Simplecast (acq.), a SiriusXM–Pandora company. Created Virb, Wayward Wild, and Neubix Studios. Sorta meh now, was once cooler. @brad on IG","{'followers_count': 7732, 'following_count': 502, 'tweet_count': 9205, 'listed_count': 483}",7732,502,483,,,,,,,,,
KentMN,200,Marketing communications guy getting busy in cyberspace,"{'followers_count': 42, 'following_count': 38, 'tweet_count': 3, 'listed_count': 1}",42,38,1,,,,,,,,,
HunterGregory,200,,"{'followers_count': 40, 'following_count': 110, 'tweet_count': 846, 'listed_count': 0}",40,110,0,,,,,,,,,
Ironrain23,200,,"{'followers_count': 8, 'following_count': 143, 'tweet_count': 18, 'listed_count': 0}",8,143,0,,,,,,,,,
Shellback223,200,,"{'followers_count': 0, 'following_count': 48, 'tweet_count': 5, 'listed_count': 0}",0,48,0,,,,,,,,,
TexasInfidel,200,,"{'followers_count': 3, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",3,0,0,,,,,,,,,
redbeard1,200,"God, motorcycles, tattoos, family, and friends. Here for a good time not for a long time.","{'followers_count': 19, 'following_count': 103, 'tweet_count': 162, 'listed_count': 2}",19,103,2,,,,,,,,,
TheNewWave,200,,"{'followers_count': 13, 'following_count': 15, 'tweet_count': 2, 'listed_count': 2}",13,15,2,,,,,,,,,
USMCHardcharger,200,,"{'followers_count': 1, 'following_count': 8, 'tweet_count': 3, 'listed_count': 0}",1,8,0,,,,,,,,,
AngryAlanRants,200,"Opinionated, nerd, geek, conservative, NOT PC. Biker, Veteran.","{'followers_count': 11, 'following_count': 75, 'tweet_count': 1481, 'listed_count': 0}",11,75,0,,,,,,,,,
Mel01,200,,"{'followers_count': 6, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",6,0,0,,,,,,,,,
Viking58,200,Bizim sözümüz DOSTA tatli DUSMANA kursundur NAMERTE hancer MERTE candir canimiz DOSTA feda DUSMANA beladir SEVDAMIZSA YUCEDIR NE ALINIR NEDE SATILIR,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 92, 'listed_count': 0}",0,0,0,,,,,,,,,
Donny0,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",1,0,0,,,,,,,,,
VLifeCBD,200,"Premium Cannabis Dispensary - Flagship Store in Hickory, NC - Buy CBD & Delta-8 Online. All cannabis products contain 0.3% THC or less, derived from Hemp. #D8","{'followers_count': 197, 'following_count': 101, 'tweet_count': 229, 'listed_count': 0}",197,101,0,,,,,,,,,
ToddWitteles,200,"Pro poker player, WSOP bracelet winner, computer guy, father, Dodgers fan, host of PokerFraudAlert Radio. Substance over symbolism.  93% peaceful.","{'followers_count': 3034, 'following_count': 581, 'tweet_count': 15237, 'listed_count': 121}",3034,581,121,,,,,,,,,
Tuggin,200,,"{'followers_count': 39, 'following_count': 173, 'tweet_count': 221, 'listed_count': 1}",39,173,1,,,,,,,,,
taprackboom,200,,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",0,1,0,,,,,,,,,
MrRogers17,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Steimtime,200,Decide what to be and go be it.,"{'followers_count': 78, 'following_count': 160, 'tweet_count': 430, 'listed_count': 0}",78,160,0,,,,,,,,,
TheMarine03,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Labarba,200,,"{'followers_count': 2, 'following_count': 4, 'tweet_count': 8, 'listed_count': 0}",2,4,0,,,,,,,,,
iBanzi,200,Every day I think South Africa cannot get any weirder..... and then it does. Am right about 59% of the time. Terminally exasperated.,"{'followers_count': 523, 'following_count': 1326, 'tweet_count': 6829, 'listed_count': 12}",523,1326,12,,,,,,,,,
Honoraboveall,200,,"{'followers_count': 2, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",2,0,0,,,,,,,,,
Nelson2577,200,,"{'followers_count': 0, 'following_count': 9, 'tweet_count': 1, 'listed_count': 0}",0,9,0,,,,,,,,,
SpyrotheDragon,200,"Spyro is back and he’s all scaled up! Play now on PS4™, Xbox One, Nintendo Switch™ & PC. ESRB: E10+ Comic Mischief, Cartoon Violence","{'followers_count': 128504, 'following_count': 18, 'tweet_count': 327, 'listed_count': 238}",128504,18,238,,,,,,,,,
RighthandThread,200,"Support & defend the Constitution against all enemies, foreign & domestic. No expiration date",,,,,,,,,,,,,
Veteran🎖1A2A📜 MAGA🚂 God🙏 NRA 🇺🇸,RighthandThread,"{'followers_count': 765, 'following_count': 1402, 'tweet_count': 1784, 'listed_count': 0}",1402,0,,,,,,,,,,,
ChefBrandon,200,SF city chef with his heart still in San Diego,"{'followers_count': 39, 'following_count': 62, 'tweet_count': 159, 'listed_count': 0}",39,62,0,,,,,,,,,
ofYpres,200,90% falando de joguinho / 5% de filme / 3% de seriado / 2% futebol,,,,,,,,,,,,,
Crux Sacra Sit Mihi Lux,ofYpres,"{'followers_count': 58, 'following_count': 150, 'tweet_count': 23387, 'listed_count': 5}",150,5,,,,,,,,,,,
DennisLRyan,200,"Pope Francis,",,,,,,,,,,,,,
"Know, that on December 2013, Saint Bernadette Soubirous appeared to me with a Message Full Message at: http://t.co/PoFApSKUZ7",dennislryan,"{'followers_count': 1, 'following_count': 4, 'tweet_count': 1, 'listed_count': 0}",4,0,,,,,,,,,,,
JeremyHerman,200,,"{'followers_count': 3, 'following_count': 1, 'tweet_count': 1, 'listed_count': 0}",3,1,0,,,,,,,,,
Guvercin,200,,"{'followers_count': 3, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",3,0,0,,,,,,,,,
polarbear,200,,"{'followers_count': 257, 'following_count': 56, 'tweet_count': 11, 'listed_count': 11}",257,56,11,,,,,,,,,
CoachCoreyWayne,200,"Click ""Follow"" For The Best Self-Reliance Tips, News & Information. To Read My eBooks “3% Man” & “Mastering Yourself” Free: https://t.co/L0rnFSvytx","{'followers_count': 26790, 'following_count': 1552, 'tweet_count': 16929, 'listed_count': 591}",26790,1552,591,,,,,,,,,
Etkhavok,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",1,0,0,,,,,,,,,
Torrer021,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 3, 'listed_count': 0}",0,0,0,,,,,,,,,
Mikeloft61,200,,"{'followers_count': 26, 'following_count': 72, 'tweet_count': 342, 'listed_count': 0}",26,72,0,,,,,,,,,
Drifter68,200,Just a lonely old man,"{'followers_count': 2, 'following_count': 20, 'tweet_count': 3, 'listed_count': 0}",2,20,0,,,,,,,,,
sojsurveying,200,"Licensed Land Surveyor California/Nevada, ASPRS Certified Mapping Scientist-UAS","{'followers_count': 438, 'following_count': 263, 'tweet_count': 504, 'listed_count': 8}",438,263,8,,,,,,,,,
Shc23,200,,"{'followers_count': 2, 'following_count': 3, 'tweet_count': 0, 'listed_count': 0}",2,3,0,,,,,,,,,
Sprinklerman71,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 4, 'listed_count': 0}",1,0,0,,,,,,,,,
DevilDog53,200,,"{'followers_count': 4, 'following_count': 0, 'tweet_count': 5, 'listed_count': 0}",4,0,0,,,,,,,,,
THREEPERS1776,200,"The Three Percent, Liberty or Death, 1776, Defund Communists (Democrats), #BacktheBlue #Oathkeeper #MAGA #Patriot","{'followers_count': 109, 'following_count': 294, 'tweet_count': 2960, 'listed_count': 0}",109,294,0,,,,,,,,,
AJFairbairn,200,"Conservation biologist, programmer, veteran. https://t.co/pj7wKYiinZ Like & retweet ≠ endorsement. #ornithology #conservation #tech4wildlife","{'followers_count': 336, 'following_count': 626, 'tweet_count': 1614, 'listed_count': 6}",336,626,6,,,,,,,,,
Weibsbild,200,"Hobby: Laufen, Zumba, Kosmetik","{'followers_count': 12, 'following_count': 28, 'tweet_count': 239, 'listed_count': 0}",12,28,0,,,,,,,,,
CrimeStatistics,200,We convert publicly available UK Crime Statistics into an easily readable and comparable format.,"{'followers_count': 2271, 'following_count': 55, 'tweet_count': 35516, 'listed_count': 78}",2271,55,78,,,,,,,,,
Badnono,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
21180,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
JBOYD424,200,,"{'followers_count': 0, 'following_count': 27, 'tweet_count': 0, 'listed_count': 0}",0,27,0,,,,,,,,,
Petegny,200,39yro.,,,,,,,,,,,,,
Owner of PGPaintingPlus.,,,,,,,,,,,,,,,
Owner of Myrmidon Tactical.,,,,,,,,,,,,,,,
"Father,",,,,,,,,,,,,,,,
PATRIOT.,,,,,,,,,,,,,,,
🇺🇸🇺🇸🇺🇸,PeteGNY,"{'followers_count': 27, 'following_count': 184, 'tweet_count': 2142, 'listed_count': 0}",184,0,,,,,,,,,,,
Miander,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",1,0,0,,,,,,,,,
Loshnowskya,200,"Names Andrew, Graduated Maconaquah in 2009 went to College for 1 year then left and joined the Navy! I am now a AWR3 Rescue Swimmer!","{'followers_count': 49, 'following_count': 33, 'tweet_count': 175, 'listed_count': 1}",49,33,1,,,,,,,,,
SteveTreadway,200,,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 0, 'listed_count': 0}",0,3,0,,,,,,,,,
EarlofWindsor,200,Jazz Fan - Denizen of the night,"{'followers_count': 15, 'following_count': 49, 'tweet_count': 261, 'listed_count': 0}",15,49,0,,,,,,,,,
Petersilva1,200,,"{'followers_count': 1, 'following_count': 724, 'tweet_count': 15, 'listed_count': 0}",1,724,0,,,,,,,,,
sicntired,200,,"{'followers_count': 4, 'following_count': 25, 'tweet_count': 20, 'listed_count': 2}",4,25,2,,,,,,,,,
Yeti91,200,Ezio Auditore firenze,"{'followers_count': 30, 'following_count': 67, 'tweet_count': 2, 'listed_count': 0}",30,67,0,,,,,,,,,
goldieglocks,200,,"{'followers_count': 0, 'following_count': 6, 'tweet_count': 27, 'listed_count': 0}",0,6,0,,,,,,,,,
ChrisO1975,200,"Constitutional Christian Conservative🇺🇸, Soldier of God ✝️, US Navy Veteran ⚓️, 3%er, Proud Trump Deplorable #KAG, 2A Supporter💯 & Youth Sports Coach🥎⚽️","{'followers_count': 747, 'following_count': 830, 'tweet_count': 696, 'listed_count': 0}",747,830,0,,,,,,,,,
TheXYGhost,200,43% of boys are raised by single moms. 78% of teachers are female. 50% of boys have 100% female influence growing up. Where is the Toxic Masculinity?,"{'followers_count': 803, 'following_count': 2309, 'tweet_count': 20751, 'listed_count': 3}",803,2309,3,,,,,,,,,
